scheme_id,fiscal_year,revised_allocation_total,revised_allocation_fpa,estimated_expenditure,throw_forward,allocation_capital,allocation_revenue,allocation_total,allocation_fpa,financial_progress_pct_prior_year,financial_progress_pct_current_year
777,2026-2027,7.857,0.000,99.482,95.791,23.903,0.000,23.903,0.000,50.9,63.2
778,2026-2027,11.995,0.000,33.072,12.181,10.225,1.956,12.181,0.000,73.1,100.0
779,2026-2027,18.000,0.000,39.054,6.698,1.670,5.028,6.698,0.000,85.4,100.0
780,2026-2027,15.107,0.000,21.207,15.122,10.452,4.670,15.122,0.000,58.4,100.0
781,2026-2027,39.628,0.000,89.164,158.509,0.000,5.096,5.096,0.000,36.0,38.1
782,2026-2027,68.900,0.000,125.183,0.261,0.001,0.000,0.001,0.000,99.8,99.8
783,2026-2027,25.228,0.000,73.684,25.227,0.001,0.000,0.001,0.000,74.5,74.5
784,2026-2027,0.000,0.000,78.791,0.962,0.001,0.000,0.001,0.000,98.8,98.8
785,2026-2027,10.302,0.000,30.000,0.000,0.001,0.000,0.001,0.000,100.0,100.0
786,2026-2027,0.000,0.000,0.000,100.000,0.001,0.000,0.001,0.000,0.0,0.0
787,2026-2027,0.000,0.000,0.000,50.000,0.000,0.001,0.001,0.000,0.0,0.0
788,2026-2027,37.381,0.000,43.430,156.504,0.000,116.494,116.494,0.000,21.7,80.0
789,2026-2027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1738.600,0.0,0.0
790,2026-2027,375.000,2957.850,2211.060,4794.560,1500.000,0.000,1500.000,5865.130,31.6,53.0
791,2026-2027,45.000,0.000,343.412,291.431,100.000,0.000,100.000,0.000,54.1,69.8
792,2026-2027,34.000,0.000,149.451,268.357,0.900,0.000,0.900,0.000,35.8,36.0
793,2026-2027,0.000,0.000,175.273,10.185,0.100,0.000,0.100,0.000,94.5,94.6
794,2026-2027,1121.367,0.000,1807.635,1711.489,75.000,325.000,400.000,0.000,51.4,62.7
795,2026-2027,72.350,0.000,72.350,312.650,0.000,111.890,111.890,0.000,18.8,47.9
796,2026-2027,98.517,0.000,98.517,89.443,0.000,89.443,89.443,0.000,52.4,100.0
797,2026-2027,0.000,0.000,0.000,181.467,50.898,10.439,61.337,0.000,0.0,33.8
798,2026-2027,25.000,0.000,25.000,25.000,0.000,25.000,25.000,0.000,50.0,100.0
799,2026-2027,0.000,0.000,0.000,677.180,0.000,50.000,50.000,1600.000,0.0,7.4
800,2026-2027,0.000,0.000,0.000,100.000,25.000,25.000,50.000,0.000,0.0,50.0
801,2026-2027,358.236,0.000,542.182,31.417,31.417,0.000,31.417,0.000,94.5,100.0
802,2026-2027,1250.000,11027.650,1890.746,6508.339,0.000,1700.000,1700.000,19680.000,22.5,42.8
803,2026-2027,37.500,518.680,42.225,124.233,0.000,124.233,124.233,1776.530,25.4,100.0
804,2026-2027,0.000,0.000,710.924,430.276,1.000,0.000,1.000,0.000,62.3,62.4
805,2026-2027,0.000,0.000,1155.344,894.486,15.992,0.000,15.992,0.000,56.4,57.1
806,2026-2027,145.594,0.000,1182.473,103.573,103.573,0.000,103.573,0.000,91.9,100.0
807,2026-2027,0.000,0.000,965.710,610.282,1.000,0.000,1.000,0.000,61.3,61.3
808,2026-2027,325.000,0.000,3311.082,1455.696,125.000,75.000,200.000,0.000,69.5,73.7
809,2026-2027,4.787,0.000,970.610,423.857,1.000,0.000,1.000,0.000,69.6,69.7
810,2026-2027,0.000,0.000,0.000,999.206,0.000,999.206,999.206,0.000,0.0,100.0
811,2026-2027,0.000,0.000,0.000,315.490,0.000,315.490,315.490,0.000,0.0,100.0
812,2026-2027,0.000,0.000,0.000,187.211,0.000,187.211,187.211,0.000,0.0,100.0
813,2026-2027,48.347,0.000,136.297,35.227,35.227,0.000,35.227,0.000,79.5,100.0
814,2026-2027,0.000,0.000,45.116,22.617,0.001,0.000,0.001,0.000,66.6,66.6
815,2026-2027,0.000,0.000,364.249,46.287,1.000,0.000,1.000,0.000,88.7,89.0
816,2026-2027,0.000,0.000,2083.997,1250.164,0.001,0.000,0.001,0.000,62.5,62.5
817,2026-2027,1845.772,0.000,2862.916,1782.354,705.298,0.000,705.298,0.000,61.6,76.8
818,2026-2027,0.000,0.000,255.615,194.964,1.000,0.000,1.000,0.000,56.7,57.0
819,2026-2027,0.000,0.000,224.098,141.207,1.000,0.000,1.000,0.000,61.3,61.6
820,2026-2027,37.500,0.000,643.273,1093.086,1.000,0.000,1.000,0.000,37.0,37.1
821,2026-2027,0.000,0.000,169.965,25.213,0.213,0.000,0.213,0.000,87.1,87.2
822,2026-2027,218.639,0.000,3749.487,17.909,0.000,17.909,17.909,0.000,99.5,100.0
823,2026-2027,305.157,0.000,2257.425,692.888,175.083,517.805,692.888,0.000,76.5,100.0
824,2026-2027,0.000,0.000,539.747,1214.754,250.000,0.000,250.000,0.000,30.8,45.0
825,2026-2027,0.000,0.000,475.147,275.948,1.000,0.000,1.000,0.000,63.3,63.4
826,2026-2027,0.000,0.000,217.694,7.856,1.000,0.000,1.000,0.000,96.5,97.0
827,2026-2027,0.000,0.000,16.431,1.566,0.001,0.000,0.001,0.000,91.3,91.3
828,2026-2027,0.000,0.000,124.479,69.331,37.953,31.378,69.331,0.000,64.2,100.0
829,2026-2027,0.000,0.000,280.219,11.918,0.001,0.000,0.001,0.000,95.9,95.9
830,2026-2027,0.000,0.000,1193.215,448.606,1.000,0.000,1.000,0.000,72.7,72.7
831,2026-2027,358.205,0.000,1769.260,76.616,0.000,76.616,76.616,0.000,95.8,100.0
832,2026-2027,0.000,0.000,89.505,4.737,0.073,0.000,0.073,0.000,95.0,95.1
833,2026-2027,306.821,0.000,467.840,90.000,90.000,0.000,90.000,0.000,83.9,100.0
834,2026-2027,0.000,0.000,88.128,6.114,0.802,0.000,0.802,0.000,93.5,94.4
835,2026-2027,0.000,0.000,51.981,37.910,5.805,32.105,37.910,0.000,57.8,100.0
836,2026-2027,0.000,0.000,49.625,109.647,0.001,0.000,0.001,0.000,31.2,31.2
837,2026-2027,49.312,0.000,94.241,0.001,0.001,0.000,0.001,0.000,100.0,100.0
838,2026-2027,8.762,0.000,20.996,0.990,0.990,0.000,0.990,0.000,95.5,100.0
839,2026-2027,2.859,0.000,36.881,81.645,37.791,43.854,81.645,0.000,31.1,100.0
840,2026-2027,27.669,0.000,88.645,3.659,0.000,3.659,3.659,0.000,96.0,100.0
841,2026-2027,10.546,0.000,35.341,85.385,41.531,43.854,85.385,0.000,29.3,100.0
842,2026-2027,0.000,0.000,53.930,11.000,0.000,1.000,1.000,0.000,83.1,84.6
843,2026-2027,0.000,0.000,52.773,12.157,0.000,1.000,1.000,0.000,81.3,82.8
844,2026-2027,0.000,0.000,53.930,11.000,0.000,1.000,1.000,0.000,83.1,84.6
845,2026-2027,0.000,0.000,51.578,59.939,42.279,17.660,59.939,0.000,46.3,100.0
846,2026-2027,0.000,0.000,33.455,28.492,0.001,0.000,0.001,0.000,54.0,54.0
847,2026-2027,0.000,0.000,34.380,27.567,0.001,0.000,0.001,0.000,55.5,55.5
848,2026-2027,0.000,0.000,41.977,19.970,0.001,0.000,0.001,0.000,67.8,67.8
849,2026-2027,0.824,0.000,10.678,2.817,0.001,0.000,0.001,0.000,79.1,79.1
850,2026-2027,0.000,0.000,3372.682,1491.224,1.000,0.000,1.000,0.000,69.3,69.4
851,2026-2027,6.272,0.000,70.128,3.325,0.000,3.325,3.325,0.000,95.5,100.0
852,2026-2027,37.500,0.000,37.500,116.771,93.000,23.771,116.771,0.000,24.3,100.0
853,2026-2027,73.376,0.000,772.286,10.545,9.765,0.780,10.545,0.000,98.7,100.0
854,2026-2027,5.000,0.000,5.000,83.715,63.524,20.191,83.715,0.000,5.6,100.0
855,2026-2027,0.000,0.000,54.142,41.098,1.000,0.000,1.000,0.000,56.8,57.9
856,2026-2027,43.750,0.000,43.750,1655.982,250.000,0.000,250.000,0.000,2.6,17.3
857,2026-2027,0.000,0.000,145.036,50.422,1.000,0.000,1.000,0.000,74.2,74.7
858,2026-2027,0.570,0.000,43.419,40.474,23.119,17.355,40.474,0.000,51.8,100.0
859,2026-2027,0.000,0.000,90.802,35.234,0.000,1.000,1.000,0.000,72.0,72.8
860,2026-2027,0.000,0.000,113.625,302.879,1.000,0.000,1.000,0.000,27.3,27.5
861,2026-2027,28.052,0.000,28.052,171.882,25.000,0.000,25.000,0.000,14.0,26.5
862,2026-2027,0.000,0.000,82.301,10.685,0.045,0.000,0.045,0.000,88.5,88.6
863,2026-2027,0.000,0.000,77.074,33.726,0.014,0.000,0.014,0.000,69.6,69.6
864,2026-2027,0.000,0.000,59.272,16.687,0.698,0.000,0.698,0.000,78.0,79.0
865,2026-2027,0.000,0.000,82.440,32.972,0.103,0.000,0.103,0.000,71.4,71.5
866,2026-2027,5.000,0.000,54.983,753.854,0.000,0.001,0.001,0.000,6.8,6.8
867,2026-2027,64.174,0.000,370.751,55.686,0.000,55.686,55.686,0.000,86.9,100.0
868,2026-2027,0.000,0.000,57.990,6.631,0.000,1.000,1.000,0.000,89.7,91.3
869,2026-2027,0.000,0.000,59.005,12.130,0.001,0.000,0.001,0.000,82.9,82.9
870,2026-2027,0.000,0.000,45.866,5.087,0.001,0.000,0.001,0.000,90.0,90.0
871,2026-2027,0.000,0.000,79.511,14.497,0.001,0.000,0.001,0.000,84.6,84.6
872,2026-2027,0.000,0.000,12.271,27.177,1.000,0.000,1.000,0.000,31.1,33.6
873,2026-2027,0.000,0.000,63.166,0.001,0.001,0.000,0.001,0.000,100.0,100.0
874,2026-2027,101.250,0.000,101.250,491.698,100.000,0.000,100.000,0.000,17.1,33.9
875,2026-2027,20.302,0.000,20.302,158.552,131.585,26.967,158.552,0.000,11.4,100.0
876,2026-2027,10.000,0.000,10.000,67.981,58.130,9.851,67.981,0.000,12.8,100.0
877,2026-2027,5.000,0.000,5.000,35.053,32.762,2.291,35.053,0.000,12.5,100.0
878,2026-2027,0.000,0.000,353.165,137.495,1.000,0.000,1.000,0.000,72.0,72.2
879,2026-2027,135.000,0.000,135.000,159.510,75.074,84.436,159.510,0.000,45.8,100.0
880,2026-2027,33.750,0.000,33.750,256.816,100.000,0.000,100.000,0.000,11.6,46.0
881,2026-2027,76.516,0.000,76.516,101.719,66.558,35.161,101.719,0.000,42.9,100.0
882,2026-2027,101.947,0.000,101.947,75.614,40.109,35.505,75.614,0.000,57.4,100.0
883,2026-2027,82.926,0.000,94.193,70.269,1.000,0.000,1.000,0.000,57.3,57.9
884,2026-2027,13.248,0.000,13.709,61.868,35.066,26.802,61.868,0.000,18.1,100.0
885,2026-2027,12.895,0.000,39.718,0.001,0.001,0.000,0.001,0.000,100.0,100.0
886,2026-2027,28.697,0.000,62.499,37.382,0.000,1.000,1.000,0.000,62.6,63.6
887,2026-2027,25.416,0.000,25.697,123.451,1.000,0.000,1.000,0.000,17.2,17.9
888,2026-2027,0.000,0.000,93.851,120.289,72.330,47.959,120.289,0.000,43.8,100.0
889,2026-2027,0.000,0.000,0.234,149.027,1.000,0.000,1.000,0.000,0.2,0.8
890,2026-2027,0.000,0.000,0.000,459.499,1.000,0.000,1.000,0.000,0.0,0.2
891,2026-2027,15.311,0.000,63.019,288.820,87.071,201.749,288.820,0.000,17.9,100.0
892,2026-2027,64.858,0.000,89.624,9.440,0.000,9.440,9.440,0.000,90.5,100.0
893,2026-2027,0.027,0.000,6.431,5.099,4.527,0.572,5.099,0.000,55.8,100.0
894,2026-2027,175.839,0.000,175.839,241.528,172.402,69.126,241.528,0.000,42.1,100.0
895,2026-2027,0.000,0.000,42.078,7.603,0.025,0.000,0.025,0.000,84.7,84.7
896,2026-2027,0.000,0.000,59.002,17.298,0.847,0.000,0.847,0.000,77.3,78.4
897,2026-2027,0.000,0.000,80.896,48.396,1.000,0.000,1.000,0.000,62.6,63.3
898,2026-2027,0.000,0.000,0.000,49.633,49.633,0.000,49.633,0.000,0.0,100.0
899,2026-2027,59.537,0.000,59.537,154.828,110.817,44.011,154.828,0.000,27.8,100.0
900,2026-2027,46.362,0.000,46.362,139.989,75.301,64.688,139.989,0.000,24.9,100.0
901,2026-2027,18.750,0.000,18.750,51.981,28.291,23.690,51.981,0.000,26.5,100.0
902,2026-2027,8.125,0.000,8.125,51.629,31.433,20.196,51.629,0.000,13.6,100.0
903,2026-2027,85.796,0.000,85.796,24.310,0.000,1.000,1.000,0.000,77.9,78.8
904,2026-2027,43.750,0.000,43.750,1647.269,250.000,0.000,250.000,0.000,2.6,17.4
905,2026-2027,24.625,0.000,24.625,167.454,131.454,36.000,167.454,0.000,12.8,100.0
906,2026-2027,71.398,0.000,89.834,63.403,63.403,0.000,63.403,0.000,58.6,100.0
907,2026-2027,25.000,0.000,25.000,163.693,118.795,44.898,163.693,0.000,13.2,100.0
908,2026-2027,25.000,0.000,25.000,174.873,129.975,44.898,174.873,0.000,12.5,100.0
909,2026-2027,510.000,0.000,695.500,520.204,397.640,122.564,520.204,0.000,57.2,100.0
910,2026-2027,48.000,0.000,48.000,48.731,36.251,12.480,48.731,0.000,49.6,100.0
911,2026-2027,50.000,0.000,50.000,50.364,37.884,12.480,50.364,0.000,49.8,100.0
912,2026-2027,100.000,0.000,100.000,89.476,56.188,33.288,89.476,0.000,52.8,100.0
913,2026-2027,50.000,0.000,50.000,41.795,30.108,11.687,41.795,0.000,54.5,100.0
914,2026-2027,66.740,0.000,66.740,14.653,0.000,14.653,14.653,0.000,82.0,100.0
915,2026-2027,66.616,0.000,66.616,14.653,0.000,14.653,14.653,0.000,82.0,100.0
916,2026-2027,0.000,0.000,75.897,16.220,0.000,1.000,1.000,0.000,82.4,83.5
917,2026-2027,0.000,0.000,0.000,47.774,38.251,9.523,47.774,0.000,0.0,100.0
918,2026-2027,0.000,0.000,0.000,91.441,60.376,31.065,91.441,0.000,0.0,100.0
919,2026-2027,0.000,0.000,0.000,74.970,61.007,13.963,74.970,0.000,0.0,100.0
920,2026-2027,0.000,0.000,0.000,49.340,49.340,0.000,49.340,0.000,0.0,100.0
921,2026-2027,0.000,0.000,0.000,69.201,66.343,2.858,69.201,0.000,0.0,100.0
922,2026-2027,0.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,0.0,100.0
923,2026-2027,0.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,0.0,100.0
924,2026-2027,0.000,0.000,0.000,200.000,30.000,0.000,30.000,0.000,0.0,15.0
925,2026-2027,0.000,0.000,0.000,600.000,90.000,0.000,90.000,0.000,0.0,15.0
926,2026-2027,0.000,0.000,0.000,200.000,30.000,0.000,30.000,0.000,0.0,15.0
927,2026-2027,0.000,0.000,416.511,106.625,9.545,97.080,106.625,0.000,79.6,100.0
928,2026-2027,883.715,0.000,3546.514,4910.636,1200.000,200.000,1400.000,0.000,41.9,58.5
929,2026-2027,400.463,0.000,946.301,508.642,1.394,0.000,1.394,0.000,65.0,65.1
930,2026-2027,0.000,0.000,72.139,34.626,1.000,0.000,1.000,0.000,67.6,68.5
931,2026-2027,292.367,0.000,425.303,17.029,1.000,0.000,1.000,0.000,96.2,96.4
932,2026-2027,1996.085,0.000,1996.085,7239.915,1795.248,3204.752,5000.000,0.000,21.6,75.7
933,2026-2027,0.000,0.000,0.000,297.991,0.000,297.991,297.991,0.000,0.0,100.0
934,2026-2027,10.000,0.000,811.663,233.904,100.000,0.000,100.000,0.000,77.6,87.2
935,2026-2027,219.601,0.000,1040.737,131.246,131.246,0.000,131.246,0.000,88.8,100.0
936,2026-2027,0.000,0.000,22.787,6.741,0.001,0.000,0.001,0.000,77.2,77.2
937,2026-2027,0.000,0.000,78.047,78.626,78.626,0.000,78.626,0.000,49.8,100.0
938,2026-2027,0.000,0.000,278.860,61.491,0.001,0.000,0.001,0.000,81.9,81.9
939,2026-2027,60.000,0.000,612.876,29.225,29.225,0.000,29.225,0.000,95.4,100.0
940,2026-2027,56.250,0.000,138.700,79.862,79.862,0.000,79.862,0.000,63.5,100.0
941,2026-2027,0.000,0.000,0.565,217.997,0.001,0.000,0.001,0.000,0.3,0.3
942,2026-2027,18.750,0.000,49.427,42.822,42.822,0.000,42.822,0.000,53.6,100.0
943,2026-2027,18.750,0.000,166.956,35.875,35.875,0.000,35.875,0.000,82.3,100.0
944,2026-2027,78.228,0.000,511.031,318.609,150.000,0.000,150.000,0.000,61.6,79.7
945,2026-2027,50.000,0.000,377.960,234.874,50.000,0.000,50.000,0.000,61.7,69.8
946,2026-2027,60.000,0.000,273.406,20.544,20.544,0.000,20.544,0.000,93.0,100.0
947,2026-2027,0.000,0.000,292.136,0.000,0.001,0.000,0.001,0.000,100.0,100.0
948,2026-2027,0.000,0.000,16.120,27.562,27.562,0.000,27.562,0.000,36.9,100.0
949,2026-2027,11.667,0.000,44.259,0.000,0.001,0.000,0.001,0.000,100.0,100.0
950,2026-2027,60.000,0.000,78.750,129.743,129.743,0.000,129.743,0.000,37.8,100.0
951,2026-2027,18.750,0.000,57.500,25.154,25.154,0.000,25.154,0.000,69.6,100.0
952,2026-2027,22.500,0.000,62.734,56.874,56.874,0.000,56.874,0.000,52.4,100.0
953,2026-2027,94.942,0.000,576.125,164.278,164.278,0.000,164.278,0.000,77.8,100.0
954,2026-2027,7.500,0.000,7.500,325.119,128.017,0.000,128.017,0.000,2.3,40.7
955,2026-2027,80.000,0.000,80.000,260.524,194.258,0.000,194.258,0.000,23.5,80.5
956,2026-2027,20.000,0.000,20.000,33.479,33.479,0.000,33.479,0.000,37.4,100.0
957,2026-2027,30.000,0.000,30.000,11.838,11.838,0.000,11.838,0.000,71.7,100.0
958,2026-2027,20.000,0.000,20.000,25.410,25.410,0.000,25.410,0.000,44.0,100.0
959,2026-2027,10.000,0.000,10.000,53.648,53.648,0.000,53.648,0.000,15.7,100.0
960,2026-2027,40.000,0.000,40.000,89.099,89.099,0.000,89.099,0.000,31.0,100.0
961,2026-2027,40.000,0.000,40.000,131.071,131.071,0.000,131.071,0.000,23.4,100.0
962,2026-2027,25.000,0.000,25.000,58.897,58.897,0.000,58.897,0.000,29.8,100.0
963,2026-2027,12.500,0.000,12.500,37.010,37.010,0.000,37.010,0.000,25.2,100.0
964,2026-2027,157.500,0.000,157.500,244.418,244.418,0.000,244.418,0.000,39.2,100.0
965,2026-2027,210.000,0.000,210.000,59.338,59.338,0.000,59.338,0.000,78.0,100.0
966,2026-2027,7.500,0.000,7.500,102.585,102.585,0.000,102.585,0.000,6.8,100.0
967,2026-2027,25.000,0.000,25.000,64.653,64.653,0.000,64.653,0.000,27.9,100.0
968,2026-2027,12.500,0.000,12.500,100.290,100.290,0.000,100.290,0.000,11.1,100.0
969,2026-2027,62.500,0.000,62.500,512.500,512.500,0.000,512.500,0.000,10.9,100.0
970,2026-2027,0.000,0.000,0.000,202.842,198.000,0.000,198.000,0.000,0.0,97.6
971,2026-2027,0.000,0.000,0.000,9406.406,80.000,20.000,100.000,0.000,0.0,1.1
972,2026-2027,0.000,0.000,0.000,8288.434,0.000,1.000,1.000,0.000,0.0,0.0
973,2026-2027,2309.849,0.000,8804.619,350.530,304.152,46.378,350.530,0.000,96.2,100.0
974,2026-2027,0.000,0.000,47.998,104.042,0.000,50.000,50.000,0.000,31.6,64.5
975,2026-2027,0.000,0.000,9.265,1.635,0.000,1.000,1.000,0.000,85.0,94.2
976,2026-2027,17.000,0.000,4098.493,2522.507,700.000,200.000,900.000,0.000,61.9,75.5
977,2026-2027,0.000,0.000,249.628,37.566,0.001,0.000,0.001,0.000,86.9,86.9
978,2026-2027,0.000,0.000,1486.601,7.840,0.001,0.000,0.001,0.000,99.5,99.5
979,2026-2027,195.000,0.000,1179.114,128.404,128.404,0.000,128.404,0.000,90.2,100.0
980,2026-2027,0.000,0.000,101.126,88.824,88.824,0.000,88.824,0.000,53.2,100.0
981,2026-2027,14.431,0.000,32.563,37.067,37.067,0.000,37.067,0.000,46.8,100.0
982,2026-2027,82.440,0.000,110.832,82.098,82.098,0.000,82.098,0.000,57.4,100.0
983,2026-2027,64.828,0.000,75.828,119.740,119.740,0.000,119.740,0.000,38.8,100.0
984,2026-2027,30.000,0.000,50.703,83.368,83.368,0.000,83.368,0.000,37.8,100.0
985,2026-2027,45.000,0.000,56.042,119.648,20.000,0.000,20.000,0.000,31.9,43.3
986,2026-2027,125.000,0.000,135.000,108.970,108.970,0.000,108.970,0.000,55.3,100.0
987,2026-2027,99.364,0.000,127.166,44.711,44.711,0.000,44.711,0.000,74.0,100.0
988,2026-2027,41.914,0.000,76.328,0.000,0.001,0.000,0.001,0.000,100.0,100.0
989,2026-2027,19.897,0.000,20.143,0.251,0.251,0.000,0.251,0.000,98.8,100.0
990,2026-2027,60.406,0.000,87.225,60.412,60.412,0.000,60.412,0.000,59.1,100.0
991,2026-2027,46.503,0.000,65.200,47.840,47.840,0.000,47.840,0.000,57.7,100.0
992,2026-2027,59.302,0.000,79.589,0.001,0.001,0.000,0.001,0.000,100.0,100.0
993,2026-2027,85.872,0.000,112.734,86.076,10.000,0.000,10.000,0.000,56.7,61.7
994,2026-2027,35.688,0.000,36.557,35.690,35.689,0.000,35.689,0.000,50.6,100.0
995,2026-2027,13.328,0.000,13.328,199.923,40.000,0.000,40.000,0.000,6.3,25.0
996,2026-2027,58.648,0.000,58.648,0.000,0.001,0.000,0.001,0.000,100.0,100.0
997,2026-2027,7.777,0.000,31.096,31.122,31.122,0.000,31.122,0.000,50.0,100.0
998,2026-2027,22.678,0.000,70.535,45.284,45.284,0.000,45.284,0.000,60.9,100.0
999,2026-2027,45.485,0.000,103.895,45.548,45.548,0.000,45.548,0.000,69.5,100.0
1000,2026-2027,12.500,0.000,12.500,186.190,50.156,0.000,50.156,0.000,6.3,31.5
1001,2026-2027,43.729,0.000,43.729,43.731,43.730,0.000,43.730,0.000,50.0,100.0
1002,2026-2027,25.000,0.000,25.000,169.812,169.812,0.000,169.812,0.000,12.8,100.0
1003,2026-2027,12.500,0.000,12.500,35.415,35.415,0.000,35.415,0.000,26.1,100.0
1004,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
1005,2026-2027,6.250,0.000,6.250,43.623,43.623,0.000,43.623,0.000,12.5,100.0
1006,2026-2027,50.000,0.000,50.000,47.000,47.000,0.000,47.000,0.000,51.5,100.0
1007,2026-2027,55.000,0.000,55.000,53.712,53.712,0.000,53.712,0.000,50.6,100.0
1008,2026-2027,25.000,0.000,25.000,24.741,24.741,0.000,24.741,0.000,50.3,100.0
1009,2026-2027,80.000,0.000,80.000,76.499,76.499,0.000,76.499,0.000,51.1,100.0
1010,2026-2027,15.000,0.000,15.000,47.123,47.123,0.000,47.123,0.000,24.1,100.0
1011,2026-2027,0.000,0.000,67.757,20.315,0.000,0.001,0.001,0.000,76.9,76.9
1012,2026-2027,0.000,0.000,0.000,200.000,0.000,10.000,10.000,0.000,0.0,5.0
1013,2026-2027,0.000,0.000,0.000,49.998,10.423,39.575,49.998,0.000,0.0,100.0
1014,2026-2027,0.000,0.000,2.640,54.450,0.000,54.450,54.450,0.000,4.6,100.0
1015,2026-2027,16.386,0.000,16.386,122.365,0.000,9.975,9.975,0.000,11.8,19.0
1016,2026-2027,0.000,0.000,0.000,90.000,0.000,9.575,9.575,0.000,0.0,10.6
1017,2026-2027,15.000,0.000,15.000,15.000,15.000,0.000,15.000,0.000,50.0,100.0
1018,2026-2027,14.000,0.000,14.000,14.000,14.000,0.000,14.000,0.000,50.0,100.0
1019,2026-2027,12.500,0.000,12.500,12.500,12.500,0.000,12.500,0.000,50.0,100.0
1020,2026-2027,23.500,0.000,23.500,23.500,23.500,0.000,23.500,0.000,50.0,100.0
1021,2026-2027,20.000,0.000,20.000,20.000,20.000,0.000,20.000,0.000,50.0,100.0
1022,2026-2027,23.000,0.000,23.000,24.000,24.000,0.000,24.000,0.000,48.9,100.0
1023,2026-2027,0.719,0.000,0.719,28.032,2.161,5.930,8.091,0.000,2.5,30.6
1024,2026-2027,3.954,0.000,3.954,23.841,8.927,0.000,8.927,0.000,14.2,46.3
1025,2026-2027,0.000,0.000,0.000,443.350,0.010,0.000,0.010,0.000,0.0,0.0
1026,2026-2027,0.000,0.000,166.673,272.987,0.010,0.000,0.010,0.000,37.9,37.9
1027,2026-2027,0.000,0.000,309.038,569.842,0.010,0.000,0.010,0.000,35.2,35.2
1028,2026-2027,92.760,0.000,306.926,92.759,92.759,0.000,92.759,0.000,76.8,100.0
1029,2026-2027,159.236,0.000,325.432,159.235,91.518,0.000,91.518,0.000,67.1,86.0
1030,2026-2027,488.986,0.000,538.986,561.014,112.709,0.000,112.709,0.000,49.0,59.2
1031,2026-2027,0.000,0.000,0.000,100.000,0.010,0.000,0.010,0.000,0.0,0.0
1032,2026-2027,0.000,0.000,0.000,100.000,0.010,0.000,0.010,0.000,0.0,0.0
1033,2026-2027,1.409,0.000,20.578,201.502,0.010,0.000,0.010,0.000,9.3,9.3
1034,2026-2027,74.757,0.000,120.837,74.756,74.756,0.000,74.756,0.000,61.8,100.0
1035,2026-2027,50.000,0.000,50.000,49.700,49.700,0.000,49.700,0.000,50.2,100.0
1036,2026-2027,50.000,0.000,50.000,149.526,149.526,0.000,149.526,0.000,25.1,100.0
1037,2026-2027,34.375,0.000,34.375,263.127,22.954,0.000,22.954,0.000,11.6,19.3
1038,2026-2027,18.059,0.000,18.059,7.017,5.429,1.588,7.017,0.000,72.0,100.0
1039,2026-2027,19.570,0.000,19.570,3.000,0.000,3.000,3.000,0.000,86.7,100.0
1040,2026-2027,19.699,0.000,19.699,3.000,0.000,3.000,3.000,0.000,86.8,100.0
1041,2026-2027,20.539,0.000,20.539,21.857,20.225,1.632,21.857,0.000,48.4,100.0
1042,2026-2027,20.000,0.000,20.000,2.000,0.000,2.000,2.000,0.000,90.9,100.0
1043,2026-2027,0.000,0.000,17.995,5.085,0.085,5.000,5.085,0.000,78.0,100.0
1044,2026-2027,16.996,0.000,16.996,108.269,13.692,0.000,13.692,0.000,13.6,24.5
1045,2026-2027,8.642,0.000,8.642,48.349,46.349,2.000,48.349,0.000,15.2,100.0
1046,2026-2027,50.000,0.000,418.381,70.247,70.247,0.000,70.247,0.000,85.6,100.0
1047,2026-2027,2.500,0.000,170.369,142.454,10.000,0.000,10.000,0.000,54.5,57.7
1048,2026-2027,2.500,0.000,30.565,84.102,10.000,0.000,10.000,0.000,26.7,35.4
1049,2026-2027,20.000,0.000,20.000,177.180,120.000,0.000,120.000,0.000,10.1,71.0
1050,2026-2027,22.500,0.000,54.576,125.810,30.000,0.000,30.000,0.000,30.3,46.9
1051,2026-2027,1300.000,0.000,5533.626,3534.505,500.000,0.000,500.000,0.000,61.0,66.5
1052,2026-2027,0.000,0.000,89.804,81.913,20.000,0.000,20.000,0.000,52.3,63.9
1053,2026-2027,400.000,0.000,4487.982,1809.437,400.000,0.000,400.000,0.000,71.3,77.6
1054,2026-2027,50.000,0.000,153.333,283.332,50.000,0.000,50.000,0.000,35.1,46.6
1055,2026-2027,521.000,0.000,1190.937,4286.565,1050.000,0.000,1050.000,0.000,21.7,40.9
1056,2026-2027,40.000,0.000,118.602,114.800,40.000,0.000,40.000,0.000,50.8,68.0
1057,2026-2027,1000.000,0.000,2335.685,3260.113,1000.000,0.000,1000.000,0.000,41.7,59.6
1058,2026-2027,250.000,0.000,509.386,2214.449,200.000,0.000,200.000,0.000,18.7,26.0
1059,2026-2027,50.000,0.000,116.390,215.566,100.000,0.000,100.000,0.000,35.1,65.2
1060,2026-2027,200.000,0.000,411.651,1043.576,500.000,0.000,500.000,0.000,28.3,62.6
1061,2026-2027,250.000,0.000,481.714,1426.522,60.000,0.000,60.000,0.000,25.2,28.4
1062,2026-2027,400.000,0.000,600.995,1156.632,450.000,0.000,450.000,0.000,34.2,59.8
